cuda
Loading datasets
96268
Loading existing ConvGRU model
Loading existing readout
| epoch   0 | running loss 5183.6878 | train accuracy 0.00000 |match accuracy 0.07051 | mismatch accuracy 0.07263 |control image alignment 0.07410 |control audio alignment 0.09473
      (conv_can): Conv2d(21, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
  )
)
Loading existing ConvGRU model
| epoch   0 | running loss 0.0000 | train accuracy 0.00000 |VS1 accuracy 0.14286 | VS2 accuracy 0.10000 | AS1 accuracy 0.21750 | AS2 accuracy 0.13333 |control image alignment 0.08750 |control audio alignment 0.21750
Completed for graph random2 with seed 2.
Loading datasets
Architecture(
  (dropout): Dropout(p=0.25, inplace=False)
  (cell_list): ModuleList(
    (0): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(11, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(12, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (1-2): 2 x ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(20, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(21, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (3): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(20, 20, kernel_size=(1, 1), stride=(1, 1), bias=False)
      (conv_can): Conv2d(21, 10, kernel_size=(1, 1), stride=(1, 1), bias=False)
    )
    (4): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(11, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(12, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (5-7): 3 x ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(20, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(21, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
  )
)
Loading existing ConvGRU model
| epoch   0 | running loss 0.0000 | train accuracy 0.00000 |VS1 accuracy 0.07143 | VS2 accuracy 0.10000 | AS1 accuracy 0.05500 | AS2 accuracy 0.05476 |control image alignment 0.09500 |control audio alignment 0.06000
Completed for graph random2 with seed 3.
All runs completed successfully.

======== GPU REPORT ========

==============NVSMI LOG==============

Timestamp                                 : Sat Nov 30 06:23:28 2024
Driver Version                            : 560.35.03
CUDA Version                              : 12.6

Attached GPUs                             : 1
GPU 00000000:88:00.0
    Accounting Mode                       : Enabled
    Accounting Mode Buffer Size           : 4000
    Accounted Processes
        Process ID                        : 1376159
            GPU Utilization               : 0 %
            Memory Utilization            : 0 %
            Max memory usage              : 2552 MiB
            Time                          : 2812315 ms
            Is Running                    : 0

Sat Nov 30 06:23:28 2024       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 560.35.03              Driver Version: 560.35.03      CUDA Version: 12.6     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  Quadro RTX 8000                On  |   00000000:88:00.0 Off |                    0 |
| 33%   32C    P2             69W /  260W |       1MiB /  46080MiB |     34%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI        PID   Type   Process name                              GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
Loading datasets
Architecture(
  (dropout): Dropout(p=0.25, inplace=False)
  (cell_list): ModuleList(
    (0): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(11, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(11, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (1-2): 2 x ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(20, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(20, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (3): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(20, 20, kernel_size=(1, 1), stride=(1, 1), bias=False)
      (conv_can): Conv2d(20, 10, kernel_size=(1, 1), stride=(1, 1), bias=False)
    )
    (4): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(11, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(11, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (5): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(42, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(42, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (6-7): 2 x ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(20, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(20, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
  )
)
Loading existing ConvGRU model
Script failed for graph big_rnn with seed 1.

======== GPU REPORT ========

==============NVSMI LOG==============

Timestamp                                 : Mon Dec  2 16:04:49 2024
Driver Version                            : 560.35.03
CUDA Version                              : 12.6

Attached GPUs                             : 1
GPU 00000000:15:00.0
    Accounting Mode                       : Enabled
    Accounting Mode Buffer Size           : 4000
    Accounted Processes
        Process ID                        : 2031481
            GPU Utilization               : 0 %
            Memory Utilization            : 0 %
            Max memory usage              : 450 MiB
            Time                          : 25543 ms
            Is Running                    : 0

Mon Dec  2 16:04:49 2024       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 560.35.03              Driver Version: 560.35.03      CUDA Version: 12.6     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  Quadro RTX 8000                On  |   00000000:15:00.0 Off |                    0 |
| 33%   29C    P2             76W /  260W |       1MiB /  46080MiB |      6%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI        PID   Type   Process name                              GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
Loading datasets
Architecture(
  (dropout): Dropout(p=0.25, inplace=False)
  (cell_list): ModuleList(
    (0): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(11, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(11, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (1-2): 2 x ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(20, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(20, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (3): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(20, 20, kernel_size=(1, 1), stride=(1, 1), bias=False)
      (conv_can): Conv2d(20, 10, kernel_size=(1, 1), stride=(1, 1), bias=False)
    )
    (4): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(11, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(11, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (5): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(42, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(42, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (6-7): 2 x ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(20, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(20, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
  )
)
Loading existing ConvGRU model
| epoch   0 | running loss 0.0000 | train accuracy 0.00000 |VS1 accuracy 0.06905 | VS2 accuracy 0.06905 | AS1 accuracy 0.05500 | AS2 accuracy 0.09524 |control image alignment 0.07250 |control audio alignment 0.08250
Completed for graph big_rnn with seed 1.
Loading datasets
Architecture(
  (dropout): Dropout(p=0.25, inplace=False)
  (cell_list): ModuleList(
    (0): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(11, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(11, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (1-2): 2 x ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(20, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(20, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (3): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(20, 20, kernel_size=(1, 1), stride=(1, 1), bias=False)
      (conv_can): Conv2d(20, 10, kernel_size=(1, 1), stride=(1, 1), bias=False)
    )
    (4): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(11, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(11, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (5): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(42, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(42, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (6-7): 2 x ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(20, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(20, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
  )
)
Loading existing ConvGRU model
| epoch   0 | running loss 0.0000 | train accuracy 0.00000 |VS1 accuracy 0.12143 | VS2 accuracy 0.09524 | AS1 accuracy 0.05000 | AS2 accuracy 0.11190 |control image alignment 0.14250 |control audio alignment 0.01750
Completed for graph big_rnn with seed 2.
Loading datasets
Architecture(
  (dropout): Dropout(p=0.25, inplace=False)
  (cell_list): ModuleList(
    (0): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(11, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(11, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (1-2): 2 x ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(20, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(20, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (3): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(20, 20, kernel_size=(1, 1), stride=(1, 1), bias=False)
      (conv_can): Conv2d(20, 10, kernel_size=(1, 1), stride=(1, 1), bias=False)
    )
    (4): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(11, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(11, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (5): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(42, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(42, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (6-7): 2 x ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(20, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(20, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
  )
)
Loading existing ConvGRU model
| epoch   0 | running loss 0.0000 | train accuracy 0.00000 |VS1 accuracy 0.08810 | VS2 accuracy 0.11429 | AS1 accuracy 0.07750 | AS2 accuracy 0.08571 |control image alignment 0.10250 |control audio alignment 0.03750
Completed for graph big_rnn with seed 3.
All runs completed successfully.

======== GPU REPORT ========

==============NVSMI LOG==============

Timestamp                                 : Mon Dec  2 19:02:27 2024
Driver Version                            : 560.35.03
CUDA Version                              : 12.6

Attached GPUs                             : 1
GPU 00000000:3A:00.0
    Accounting Mode                       : Enabled
    Accounting Mode Buffer Size           : 4000
    Accounted Processes
        Process ID                        : 808626
            GPU Utilization               : 0 %
            Memory Utilization            : 0 %
            Max memory usage              : 3586 MiB
            Time                          : 2639837 ms
            Is Running                    : 0

Mon Dec  2 19:02:27 2024       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 560.35.03              Driver Version: 560.35.03      CUDA Version: 12.6     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  Quadro RTX 8000                On  |   00000000:3A:00.0 Off |                    0 |
| 33%   31C    P2             72W /  260W |       1MiB /  46080MiB |     47%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI        PID   Type   Process name                              GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
